facility_id,facility_name,jurisdiction,facility_type,security_level,operational_status,street_address,city,state,zip_code,county,county_fips,phone_number,website,latitude,longitude,design_capacity,population,gender,data_source
10003534,Madison County Criminal Justice Complex,County / Local,County / Local Jail,Not Specified,Open,515 S Liberty St,Jackson,TN,38301,Madison,47113,,http://www.mcso-tn.org/,35.60914,-88.819671,304,340,Not Specified,DHS HIFLD Critical Infrastructure
10006860,Madison County Jail Annex,County / Local,County / Local Jail,Not Specified,Open,100 E. Main Street,Jackson,TN,38301,Madison,47113,(731) 423-6030,,35.61387,-88.81877,64,47,Not Specified,DHS HIFLD Critical Infrastructure
10006003,Madison County Juvenile Detention Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,224 Lexington Avenue,Jackson,TN,38301,Madison,47113,(713) 423-6140 Ext 114,https://www.madisoncountytn.gov/152/Juvenile-Court,35.617057,-88.808443,7,,Not Specified,DHS HIFLD Critical Infrastructure
10003533,Madison County Penal Farm,County / Local,County / Local Jail,Minimum,Open,1524 Westover Rd,Jackson,TN,38301,Madison,47113,(731) 422-1344,http://www.mcso-tn.org/corrections.html,35.609131,-88.881697,86,80,Not Specified,DHS HIFLD Critical Infrastructure
10006856,Fentress County Jail,County / Local,County / Local Jail,Not Specified,Open,140 Justice Center Drive,Jamestown,TN,38556,Fentress,47049,(931) 879-8142,http://www.fentresscountytn.com/sheriff-department/,36.417636,-84.926791,166,139,Not Specified,DHS HIFLD Critical Infrastructure
10004760,Fentress County Jail - Smith Street,County / Local,County / Local Jail,Not Specified,Open,100 South Smith Street,Jamestown,TN,38556,Fentress,47049,(931) 879-8142,http://www.fentresscountytn.com/sheriff-department/,36.427303,-84.932574,20,,Not Specified,DHS HIFLD Critical Infrastructure
10004793,Marion County Jail / Sheriff,County / Local,County / Local Jail,Not Specified,Open,103 Oak Avenue,Jasper,TN,37347,Marion,47115,(423) 942-2525,https://marioncountytn.net/office-holders,35.07438,-85.627403,118,138,Not Specified,DHS HIFLD Critical Infrastructure
10002620,Washington County Detention Center,County / Local,County / Local Jail,Maximum,Open,114 W Jackson Blvd,Jonesborough,TN,37659,Washington,47179,(423) 753-1701,http://www.wcso.net/index.htm,36.297492,-82.477812,620,672,Not Specified,DHS HIFLD Critical Infrastructure
10005993,Kingsport Jail,County / Local,County / Local Jail,Not Specified,Open,200 Shelby Street,Kingsport,TN,37660,Sullivan,47163,(423) 229-9300,https://www.kingsporttn.gov/city-services/police-department/administrative_bureau/jail/,36.547525,-82.561928,20,4,Not Specified,DHS HIFLD Critical Infrastructure
10004776,Roane County Jail,County / Local,County / Local Jail,Not Specified,Open,230 North Third Street,Kingston,TN,37763,Roane,47145,(865) 717-4519,http://www.roanesheriff.org/,35.87226,-84.514141,170,277,Not Specified,DHS HIFLD Critical Infrastructure
10003518,Knox County Detention Facility,County / Local,County / Local Jail,Maximum,Open,5001 Maloneyville Rd,Knoxville,TN,37918,Knox,47093,(865) 281-6700,http://www.knoxsheriff.org/index.php,36.085292,-83.841394,1036,1132,Not Specified,DHS HIFLD Critical Infrastructure
10005455,Knox County Jail,County / Local,County / Local Jail,Not Specified,Open,400 Main St,Knoxville,TN,37902,Knox,47093,(865) 342-9620,http://www.knoxsheriff.org/index.php,35.960218,-83.91646,215,210,Not Specified,DHS HIFLD Critical Infrastructure
10006859,Knox County Work Release Center,County / Local,County / Local Jail,Not Specified,Open,4910 Maloneyville Rd,Knoxville,TN,37918,Knox,47093,(865) 281-0607,http://www.knoxsheriff.org/index.php,36.079467,-83.842663,120,105,Not Specified,DHS HIFLD Critical Infrastructure
10001710,Richard L Bean Juvenile Service Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,3321 Division St,Knoxville,TN,37919,Knox,47093,(865) 215-6500,https://www.knoxcounty.org/juvenilecourt/,35.956,-83.96154,,,Not Specified,DHS HIFLD Critical Infrastructure
10004755,Macon County Jail,County / Local,County / Local Jail,Not Specified,Open,902 State Highway 52 Bypass East,Lafayette,TN,37083,Macon,47111,(615) 666-3325,http://www.maconcountytn.gov/government/sheriff_department/index.php,36.500842,-86.003014,125,189,Not Specified,DHS HIFLD Critical Infrastructure
10002625,Lawrence County Jail,County / Local,County / Local Jail,Not Specified,Open,240 W Gaines St,Lawrenceburg,TN,38464,Lawrence,47099,(931) 762-3626,http://www.lawrencecountytnsheriff.org/,35.243517,-87.336751,262,291,Not Specified,DHS HIFLD Critical Infrastructure
10003509,Wilson County Jail,County / Local,County / Local Jail,Maximum,Open,105 E High St,Lebanon,TN,37087,Wilson,47189,(615) 444-1412 Ext 1,http://wcso95.org/,36.21316,-86.289133,462,456,Not Specified,DHS HIFLD Critical Infrastructure
10004786,Loudon County Justice Center,County / Local,County / Local Jail,Not Specified,Open,12680 United States Highway 11 West,Lenoir City,TN,37771,Loudon,47105,(865) 986-6612,,35.771758,-84.31223,91,192,Not Specified,DHS HIFLD Critical Infrastructure
10006295,Loudon County Juvenile Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,12665 East Lee Highway,Lenoir City,TN,37771,Loudon,47105,(865) 986-8696,https://www.loudoncounty-tn.gov/government/JuvenileCenter.php,35.770633,-84.312702,,,Not Specified,DHS HIFLD Critical Infrastructure
10003535,Marshall County Jail,County / Local,County / Local Jail,Not Specified,Open,209 1st Ave N,Lewisburg,TN,37091,Marshall,47117,(931) 359-0555,https://www.marshallcountytn.com/sheriff-s-department,35.450384,-86.786998,283,161,Not Specified,DHS HIFLD Critical Infrastructure
10003532,Henderson County Jail,County / Local,County / Local Jail,Not Specified,Open,170 Justice Center Dr,Lexington,TN,38351,Henderson,47077,(731) 968-9855,http://www.hendersoncountytn.gov/index.aspx?NID=187,35.697421,-88.379375,216,216,Not Specified,DHS HIFLD Critical Infrastructure
10004779,Perry County Jail,County / Local,County / Local Jail,Not Specified,Open,582 Bethel Road,Linden,TN,37096,Perry,47135,(931) 295-0303,https://perrycountygov.com/sheriff/,35.589715,-87.853253,59,52,Not Specified,DHS HIFLD Critical Infrastructure
10004761,Overton County Jail,County / Local,County / Local Jail,Not Specified,Open,1010 John T Poindexter Drive,Livingston,TN,38570,Overton,47133,(931) 823-5635,http://www.overtonsheriff.com/index.php,36.39544,-85.323413,143,105,Not Specified,DHS HIFLD Critical Infrastructure
10004792,Moore County Jail,County / Local,County / Local Jail,Not Specified,Open,58 South Elm Street,Lynchburg,TN,37352,Moore,47127,(931) 759-7323,https://www.facebook.com/MMCSDTN/,35.281137,-86.378131,29,23,Not Specified,DHS HIFLD Critical Infrastructure
10004784,Monroe County Jail,County / Local,County / Local Jail,Not Specified,Open,319 Hickory Street,Madisonville,TN,37354,Monroe,47123,(423) 442-3911,http://monroetnsheriff.com/,35.521742,-84.361844,138,239,Not Specified,DHS HIFLD Critical Infrastructure
10006853,Coffee County Jail,County / Local,County / Local Jail,Not Specified,Open,76 County Jail Lane,Manchester,TN,37355,Coffee,47031,(931) 728-3591,,35.446688,-86.036049,400,390,Not Specified,DHS HIFLD Critical Infrastructure
10004783,Coffee County Jail - Hillsboro Blvd,County / Local,County / Local Jail,Not Specified,Not Available,300 Hillsboro Boulevard,Manchester,TN,37355,Coffee,47031,(931) 723-5110,http://www.coffeecountytn.gov/171/Probation,35.477891,-86.084652,,,Not Specified,DHS HIFLD Critical Infrastructure
10002621,Blount County Detention Facility,County / Local,County / Local Jail,Maximum,Open,940 E Lamar Alexander Pkwy,Maryville,TN,37804,Blount,47009,(865) 273-5245,http://www.bcso.com/341/Corrections,35.753807,-83.958179,350,556,Not Specified,DHS HIFLD Critical Infrastructure
10003529,Blount County Juvenile Detention Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,329 Court St,Maryville,TN,37804,Blount,47009,(865) 273-5959,http://www.bcso.com/341/Corrections,35.754132,-83.969059,33,,Not Specified,DHS HIFLD Critical Infrastructure
10004766,Union County Jail,County / Local,County / Local Jail,Not Specified,Open,901 Main Street,Maynardville,TN,37807,Union,47173,(865) 992-6262,http://www.unioncountytn.com/sheriff,36.249909,-83.798861,76,110,Not Specified,DHS HIFLD Critical Infrastructure
10004777,Warren County Jail,County / Local,County / Local Jail,Not Specified,Open,108 Security Circle,McMinnville,TN,37110,Warren,47177,(931) 473-7863,http://www.warrencountytn.gov/sheriff.asp,35.696128,-85.7516,251,332,Not Specified,DHS HIFLD Critical Infrastructure
10003543,Shelby Adult Offender Center,County / Local,County / Local Jail,Medium,Open,961 Sycamore View Rd,Memphis,TN,38134,Shelby,47157,(901) 222-8500,http://www.shelbycountytn.gov/26/Corrections,35.151215,-89.863424,768,,Not Specified,DHS HIFLD Critical Infrastructure
10001719,Shelby County Correctional Center,County / Local,County / Local Jail,Maximum,Open,1045 Mullins Station Rd,Memphis,TN,38134,Shelby,47157,(901) 222-8500,http://www.shelbycountytn.gov/26/Corrections,35.151972,-89.855405,3706,2016,Not Specified,DHS HIFLD Critical Infrastructure
10003545,Shelby County Jail,County / Local,County / Local Jail,Not Specified,Open,201 Poplar Ave,Memphis,TN,38103,Shelby,47157,(901) 222-4700,http://www.shelby-sheriff.org/index.html,35.148517,-90.04664,,2359,Not Specified,DHS HIFLD Critical Infrastructure
10003544,Shelby County Jail Women's Facility,County / Local,County / Local Jail,Not Specified,Open,6201 Haley Rd,Memphis,TN,38134,Shelby,47157,(901) 222-6611,http://www.shelby-sheriff.org/index.html,35.148824,-89.856212,,228,Not Specified,DHS HIFLD Critical Infrastructure
10006862,Shelby County Juvenile Detention Bureau,County / Local,Juvenile Detention / Residential,Juvenile,Open,616 Adams Avenue,Memphis,TN,38103,Shelby,47157,(901) 222-5267,http://www.shelbycountytn.gov/368/Detention-Services-Bureau,35.145527,-90.039478,135,,Not Specified,DHS HIFLD Critical Infrastructure
10005460,Shelby Training Center,County / Local,County / Local Jail,Close,Open,3420 Old Getwell Road,Memphis,TN,38118,Shelby,47157,(901) 685-1697,,35.055064,-89.935211,200,0,Not Specified,DHS HIFLD Critical Infrastructure
10005453,Hamblen County Jail,County / Local,County / Local Jail,Not Specified,Open,510 Allison St,Morristown,TN,37814,Hamblen,47063,(423) 585-2720,http://www.hamblencountygovernment.us/,36.215269,-83.298717,255,421,Not Specified,DHS HIFLD Critical Infrastructure
10005454,Hamblen County Juvenile Temporary Holding Facility,County / Local,Juvenile Detention / Residential,Juvenile,Open,510 Allison St,Morristown,TN,37814,Hamblen,47063,(423) 581-9536,,36.215348,-83.298361,,,Not Specified,DHS HIFLD Critical Infrastructure
10005450,Johnson County Jail,County / Local,County / Local Jail,Maximum,Open,999 Honeysuckle Street,Mountain City,TN,37683,Johnson,47091,(423) 727-7761,http://johnsoncountysd.org/,36.466742,-81.799012,114,106,Not Specified,DHS HIFLD Critical Infrastructure
10003522,Rutherford County Adult Detention Center,County / Local,County / Local Jail,Maximum,Open,940 New Salem Hwy,Murfreesboro,TN,37129,Rutherford,47149,(615) 898-7774,http://www.rcsotn.com/index.htm,35.836121,-86.412366,956,912,Not Specified,DHS HIFLD Critical Infrastructure
10006861,Rutherford County Correctional Work Center,County / Local,County / Local Jail,Not Specified,Open,1720 South Church Street,Murfreesboro,TN,37130,Rutherford,47149,(615) 898-7847,http://rutherfordcountytn.gov/cwc/index.htm,35.822572,-86.399603,320,143,Not Specified,DHS HIFLD Critical Infrastructure
10003523,Rutherford County Juvenile Detention Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,1710 S Church St,Murfreesboro,TN,37130,Rutherford,47149,(615) 898-7954,http://rutherfordcountytn.gov/jdc/,35.823105,-86.396882,64,,Not Specified,DHS HIFLD Critical Infrastructure
10003499,Correctional Development Center,County / Local,County / Local Jail,Minimum,Open,5113 Harding Place,Nashville,TN,37211,Davidson,47037,(615) 862-8123,http://www.nashville.gov/Sheriffs-Office/Jail-Facilities.aspx,36.088379,-86.683911,768,651,Not Specified,DHS HIFLD Critical Infrastructure
10003504,Criminal Justice Center,County / Local,County / Local Jail,Maximum,Open,448 Second Ave N,Nashville,TN,37201,Davidson,47037,(615) 862-8123,https://sheriff.nashville.gov/,36.168064,-86.779503,3111,2858,Not Specified,DHS HIFLD Critical Infrastructure
10003502,Davidson County Juvenile Detention Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,100 Woodland St,Nashville,TN,37213,Davidson,47037,(615) 862-8066,http://juvenilecourt.nashville.gov/,36.168827,-86.771499,86,,Not Specified,DHS HIFLD Critical Infrastructure
10003503,Hill Detention Center,County / Local,County / Local Jail,Maximum,Open,506 Second Ave N,Nashville,TN,37201,Davidson,47037,(615) 862-8269,https://sheriff.nashville.gov/hill-detention-center-hdc/,36.170008,-86.779463,356,207,Not Specified,DHS HIFLD Critical Infrastructure
10006855,Maximum Correctional Center,County / Local,County / Local Jail,Maximum,Open,5113 Harding Place,Nashville,TN,37211,Davidson,47037,(615) 880-3864,http://www.nashville.gov/Sheriffs-Office/Jail-Facilities.aspx,36.088469,-86.685604,508,361,Not Specified,DHS HIFLD Critical Infrastructure
10003500,Metro - Davidson County Detention Facility,County / Local,County / Local Jail,Maximum,Open,5115 Harding Place,Nashville,TN,37211,Davidson,47037,(615) 831-7088,http://www.corecivic.com/facilities,36.08765,-86.682172,1368,902,Not Specified,DHS HIFLD Critical Infrastructure
10003501,Offender Re - Entry Center,County / Local,County / Local Jail,Minimum,Open,5131 Harding Place,Nashville,TN,37211,Davidson,47037,(615) 862-8123,http://www.nashville.gov/Sheriffs-Office/Jail-Facilities.aspx,36.089619,-86.681638,288,210,Not Specified,DHS HIFLD Critical Infrastructure
10003494,Claiborne County Jail,County / Local,County / Local Jail,Not Specified,Open,415 Straight Creek Rd,New Tazewell,TN,37825,Claiborne,47025,(423) 626-6262,https://www.facebook.com/ClaiborneCoSheriff/,36.440216,-83.57676,210,195,Not Specified,DHS HIFLD Critical Infrastructure
10003519,Cocke County Jail,County / Local,County / Local Jail,Not Specified,Open,358 East Main St,Newport,TN,37821,Cocke,47029,(423) 623-9043,http://www.cockecountytn.gov/county-officials/jail-detention-center/,35.967882,-83.183366,120,164,Not Specified,DHS HIFLD Critical Infrastructure
10003497,Henry County Correctional Facility,County / Local,County / Local Jail,Maximum,Open,210 Forrest Heights Rd,Paris,TN,38242,Henry,47079,(731) 642-1672,http://henrycountytn.org/henry-county-sheriffs-department/,36.305115,-88.344981,204,170,Not Specified,DHS HIFLD Critical Infrastructure
10006852,Bledsoe County Jail,County / Local,County / Local Jail,Not Specified,Open,Allen P. Deakins Road,Pikeville,TN,37367,Bledsoe,47007,(423) 881-3251,https://www.tn.gov/correction/sp/state-prison-list/bledsoe-count-correctional-complex.html,35.614111,-85.195139,96,104,Not Specified,DHS HIFLD Critical Infrastructure
10005456,Bledsoe County Jail - Frazier Street,County / Local,County / Local Jail,Not Specified,Closed,130 Frazier Street,Pikeville,TN,37367,Bledsoe,47007,,,35.604402,-85.188017,96,0,Not Specified,DHS HIFLD Critical Infrastructure
10005458,Giles Co Temp Juvenile Holding Facility,County / Local,Juvenile Detention / Residential,Juvenile,Open,205 South 1st Street,Pulaski,TN,38478,Giles,47055,(931) 363-7604,,35.197508,-87.031085,,,Not Specified,DHS HIFLD Critical Infrastructure
10003541,Giles County Jail,County / Local,County / Local Jail,Maximum,Open,200 Thomas Gatlin Dr,Pulaski,TN,38478,Giles,47055,(931) 363-3505,http://www.gilessd.com/index.html,35.216531,-87.054178,126,198,Not Specified,DHS HIFLD Critical Infrastructure
10001712,Lauderdale County Jail,County / Local,County / Local Jail,Not Specified,Open,675 US Hwy 51 S,Ripley,TN,38063,Lauderdale,47097,(731) 635-1311,https://www.facebook.com/pages/Lauderdale-County-Sheriffs-Dept/130209817034760,35.746054,-89.556057,144,138,Not Specified,DHS HIFLD Critical Infrastructure
10004759,Hawkins County Jail,County / Local,County / Local Jail,Not Specified,Open,117 Justice Center Drive,Rogersville,TN,37857,Hawkins,47073,(423) 272-6968,http://www.hawkinstnsheriff.com/,36.421327,-82.993538,266,250,Not Specified,DHS HIFLD Critical Infrastructure
10004768,Grainger County Jail,County / Local,County / Local Jail,Not Specified,Open,270 Justice Center Drive,Rutledge,TN,37861,Grainger,47057,(865) 828-3613,https://www.graingercountytn.gov/,36.284371,-83.510213,100,110,Not Specified,DHS HIFLD Critical Infrastructure
10004791,Hardin County Jail,County / Local,County / Local Jail,Not Specified,Open,525 Water Street,Savannah,TN,38372,Hardin,47071,(731) 925-3377,https://www.hardincosheriff.com/,35.22353,-88.250721,162,146,Not Specified,DHS HIFLD Critical Infrastructure
10002626,McNairy County Jail,County / Local,County / Local Jail,Not Specified,Open,300 Industrial Park Drive,Selmer,TN,38375,McNairy,47109,(731) 645-1004,https://www.mcnairycountytn.org/sheriffs-office.html,35.150911,-88.596483,94,105,Not Specified,DHS HIFLD Critical Infrastructure
10003525,Sevier County Jail,County / Local,County / Local Jail,Not Specified,Open,137 Commerce St,Sevierville,TN,37862,Sevier,47155,(865) 453-4668,https://www.seviercountysheriff.com/jail-information.html,35.86864,-83.567113,214,194,Not Specified,DHS HIFLD Critical Infrastructure
10003526,Sevier County Jail Annex,County / Local,County / Local Jail,Minimum,Open,896 Old Knoxville Hwy,Sevierville,TN,37862,Sevier,47155,(865) 453-4668,https://www.seviercountysheriff.com/jail-information.html,35.881272,-83.578777,356,324,Not Specified,DHS HIFLD Critical Infrastructure
10006000,Sevier County Juvenile Facility,County / Local,Juvenile Detention / Residential,Juvenile,Open,157 West Main Street,Sevierville,TN,37862,Sevier,47155,(865) 774-3800,https://www.seviercountytn.org/juvenile-facility.html,35.868821,-83.566425,34,,Not Specified,DHS HIFLD Critical Infrastructure
10002622,Bedford County Jail,County / Local,County / Local Jail,Not Specified,Open,210 N Spring St,Shelbyville,TN,37160,Bedford,47003,(931) 684-4566,http://www.bedfordcountyso.net/index.html,35.484711,-86.460569,110,132,Not Specified,DHS HIFLD Critical Infrastructure
10005457,Bedford County Juvenile Detention Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,101 Lane Pkwy,Shelbyville,TN,37160,Bedford,47003,(931) 680-9720,http://www.bedfordcountytn.org/juveniledetention.html,35.484656,-86.46004,13,,Not Specified,DHS HIFLD Critical Infrastructure
10004775,Dekalb County Jail,County / Local,County / Local Jail,Maximum,Open,100 Public Square,Smithville,TN,37166,Dekalb,47041,(615) 597-4935,http://www.dekalbsherifftn.com/index.html,35.960201,-85.812721,104,80,Not Specified,DHS HIFLD Critical Infrastructure
10004758,Hancock County Jail,County / Local,County / Local Jail,Not Specified,Open,265 New Jail Street,Sneedville,TN,37869,Hancock,47067,(423) 733-2249,http://www.hancockcountytn.com/,36.528168,-83.215999,82,101,Not Specified,DHS HIFLD Critical Infrastructure
10003547,Fayette County Jail,County / Local,County / Local Jail,Not Specified,Open,705 Justice Dr,Somerville,TN,38068,Fayette,47047,(901) 465-5247,http://www.fayettecountysheriff.org/index.html,35.223616,-89.36375,189,190,Not Specified,DHS HIFLD Critical Infrastructure
10004781,White County Jail,County / Local,County / Local Jail,Not Specified,Open,111 Depot Street,Sparta,TN,38583,White,47185,(931) 836-3621,http://www.whitecosheriff.org/,35.927716,-85.475155,165,195,Not Specified,DHS HIFLD Critical Infrastructure
10004780,Van Buren County Jail,County / Local,County / Local Jail,Not Specified,Closed,17 Vetern Square,Spencer,TN,38585,Van Buren,47175,,https://nodeathpenalty.org/tennessee/county-jail/van-buren-county-jail-3/,35.748342,-85.467188,13,50,Not Specified,DHS HIFLD Critical Infrastructure
10003490,Robertson County Detention Facility,County / Local,County / Local Jail,Maximum,Open,311 5th Ave E,Springfield,TN,37172,Robertson,47147,(615) 384-7974,http://www.robertsonsheriff.com/,36.508089,-86.880743,584,546,Not Specified,DHS HIFLD Critical Infrastructure
10005451,Claiborne Co Temp Juvenile Holding Facility,County / Local,Juvenile Detention / Residential,Juvenile,Open,1742 Main Street,Tazewell,TN,37879,Claiborne,47025,(423) 626-2820,,36.454387,-83.56949,,,Not Specified,DHS HIFLD Critical Infrastructure
10005995,Lake County Jail,County / Local,County / Local Jail,Not Specified,Open,109 South Court Street,Tiptonville,TN,38029,Lake,47095,(731) 253-7791,http://www.ecsis.net/dsv/lakecounty/sheriff/,36.377576,-89.484252,40,35,Not Specified,DHS HIFLD Critical Infrastructure
10003514,Gibson County Correctional Complex,County / Local,County / Local Jail,Not Specified,Open,401 North College St,Trenton,TN,38382,Gibson,47053,(731) 855-1121,http://www.gibsoncountygov.com/local-government/county-government-contact-information/,35.98329,-88.942233,332,320,Not Specified,DHS HIFLD Critical Infrastructure
10004763,Obion County Jail,County / Local,County / Local Jail,Not Specified,Open,1 Law Lane,Union City,TN,38261,Obion,47131,(731) 885-0277,http://www.obioncountysheriff.com/index.php,36.446569,-89.0624,159,106,Not Specified,DHS HIFLD Critical Infrastructure
10005997,Morgan County Jail,County / Local,County / Local Jail,Not Specified,Open,414 Main Street,Wartburg,TN,37887,Morgan,47129,(423) 346-6262,https://www.morganctysheriff.org/corrections,36.104687,-84.597852,46,91,Not Specified,DHS HIFLD Critical Infrastructure
10003513,Humphreys County Jail,County / Local,County / Local Jail,Not Specified,Open,112 Thompson St,Waverly,TN,37185,Humphreys,47085,(931) 296-2301,https://www.hcsotn.com/,36.082463,-87.796576,68,100,Not Specified,DHS HIFLD Critical Infrastructure
10006004,Wayne County Jail,County / Local,County / Local Jail,Not Specified,Open,1016 Andrew Jackson Dr,Waynesboro,TN,38485,Wayne,47181,(931) 722-3615,http://www.waynetnso.com/index.php,35.324675,-87.771054,128,130,Not Specified,DHS HIFLD Critical Infrastructure
10003549,Franklin County Jail,County / Local,County / Local Jail,Not Specified,Open,494 George Fraley Parkway,Winchester,TN,37398,Franklin,47051,(931) 962-0123,http://www.fcsheriff.org/index.html,35.175652,-86.133316,114,211,Not Specified,DHS HIFLD Critical Infrastructure
10003528,Cannon County Jail,County / Local,County / Local Jail,Not Specified,Open,110 Alexander Dr,Woodbury,TN,37190,Cannon,47015,(615) 563-5934,https://cannoncountytn.org/sheriff/,35.832839,-86.070153,42,58,Not Specified,DHS HIFLD Critical Infrastructure
10001718,FCI Memphis,Federal,Adult Correctional Facility,Medium,Open,1101 John A Denie Rd,Memphis,TN,38134,Shelby,47157,(901) 372-2269,https://www.bop.gov/locations/institutions/mem/,35.155762,-89.867236,722,1048,Male,DHS HIFLD Critical Infrastructure
10003542,FCI Memphis Camp,Federal,Work Camp / Conservation Camp,Minimum,Open,6696 Navy Rd,Millington,TN,38053,Shelby,47157,(901) 872-2277,https://www.bop.gov/locations/,35.340094,-89.83817,296,222,Not Specified,DHS HIFLD Critical Infrastructure
BOP-CNV,RRM Nashville,Federal,Residential Reentry Office,Administrative,Open,"701 Broadway St, Suite 124",Nashville,TN,37203,Davidson,47037,(629) 266-6380,https://www.bop.gov/locations/ccm/cnv/,36.158338,-86.782551,,,Not Specified,Federal Bureau of Prisons (BOP)
10003539,West Tennessee Detention Facility,Multi-Jurisdiction,Adult Correctional Facility,Not Specified,Open,6299 Finde Naifeh Jr Dr,Mason,TN,38049,Tipton,47167,(901) 294-3060,http://www.corecivic.com/facilities/west-tennessee-detention-facility,35.407233,-89.549055,600,47,Not Specified,DHS HIFLD Critical Infrastructure
10006001,Middle Tennessee Juvenile Detention Center,Municipal / Local,Juvenile Detention / Residential,Juvenile,Open,1272 Lawson White Drive,Columbia,TN,38401,Maury,47119,(931) 490-0030,https://www.maurycounty-tn.gov/264/Juvenile-Services,35.641034,-87.064042,,9,Not Specified,DHS HIFLD Critical Infrastructure
10004774,McDowell Center for Children,Municipal / Local,Juvenile Detention / Residential,Juvenile,Open,711 United States Highway 51 Bypass South,Dyersburg,TN,38024,Dyer,47045,(731) 286-2861,https://mcdowellcenterforchildren.com/,36.02574,-89.411579,28,,Not Specified,DHS HIFLD Critical Infrastructure
10006920,Johnson City Detention Facility,Municipal / Local,Adult Correctional Facility,Minimum,Open,601 East Main Street,Johnson City,TN,37601,Washington,47179,(423) 434-6144,https://www.johnsoncitytn.org/services/public_safety/detention_facility.php,36.321267,-82.34236,88,80,Not Specified,DHS HIFLD Critical Infrastructure
10005996,Upper East Tn Regional Juvenile Detention,Municipal / Local,Juvenile Detention / Residential,Juvenile,Open,307 Wesley Street,Johnson City,TN,37601,Washington,47179,(423) 282-2133,https://www.facebook.com/pages/category/Public---Government-Service/Upper-East-Tennessee-Regional-Juvenile-Detention-Center-268891510159067/,36.35362,-82.376097,11,,Not Specified,DHS HIFLD Critical Infrastructure
10003538,South Central Correctional Center,State,Adult Correctional Facility,Medium,Open,555 Forest Ave,Clifton,TN,38425,Wayne,47181,(931) 676-5372,http://www.corecivic.com/facilities,35.365725,-87.997455,1700,1637,Not Specified,DHS HIFLD Critical Infrastructure
10001015,Turney Center Industrial Complex - Annex,State,Adult Correctional Facility,Minimum,Open,245 Carroll Rd,Clifton,TN,38425,Wayne,47181,(931) 676-3345,https://www.tn.gov/correction/sp/state-prison-list.html,35.369348,-87.991724,400,365,Not Specified,DHS HIFLD Critical Infrastructure
10003515,Mountain View Youth Development Center,State,Juvenile Detention / Residential,Juvenile,Open,809 Pearl Lane,Dandridge,TN,37725,Jefferson,47089,(865) 397-0174,,36.029857,-83.418684,188,237,Not Specified,DHS HIFLD Critical Infrastructure
10006664,Trousdale Turner Correctional Center,State,Adult Correctional Facility,Medium,Open,140 Macon Way,Hartsville,TN,37074,Trousdale,47169,(615) 808-0400,http://www.corecivic.com/facilities,36.351134,-86.091602,2672,2481,Not Specified,DHS HIFLD Critical Infrastructure
10001711,West Tennessee State Penitentiary,State,State / Federal Prison,Maximum,Open,480 Green Chapel Rd,Henning,TN,38041,Lauderdale,47097,(731) 738-5044,https://www.tn.gov/correction/sp/state-prison-list.html,35.670091,-89.74464,2254,1908,Not Specified,DHS HIFLD Critical Infrastructure
10001720,Mark H Luttrell Transition Center,State,Adult Correctional Facility,Medium,Open,6000 State Rd,Memphis,TN,38134,Shelby,47157,(901) 372-2080,https://www.tn.gov/correction/sp/state-prison-list.html,35.156137,-89.862152,454,244,Not Specified,DHS HIFLD Critical Infrastructure
10003492,Northeast Correctional Complex - Main,State,Adult Correctional Facility,Maximum,Open,5249 Hwy 67 W,Mountain City,TN,37683,Johnson,47091,(423) 727-7387,https://www.tn.gov/correction/sp/state-prison-list.html,36.447663,-81.885515,1700,,Not Specified,DHS HIFLD Critical Infrastructure
10003506,Charles B Bass Correctional Complex,State,Adult Correctional Facility,Medium,Closed,7177 Cockrill Bend Blvd,Nashville,TN,37243,Davidson,47037,(615) 350-3361,http://www.tn.gov/correction/institutions/cbcx.html,36.168625,-86.882431,745,0,Not Specified,DHS HIFLD Critical Infrastructure
10001707,Charles B Bass Correctional Complex Annex,State,Adult Correctional Facility,Minimum,Closed,7466 Centennial Blvd,Nashville,TN,37243,Davidson,47037,,,36.188303,-86.892557,90,0,Not Specified,DHS HIFLD Critical Infrastructure
10003505,Gateway to Independence,State,Juvenile Detention / Residential,Juvenile,Open,3981 Stewart Lane,Nashville,TN,37218,Davidson,47037,(615) 532-5470,https://www.tn.gov/dcs/program-areas/juvenile-justice/ydc.html,36.201417,-86.86232,,,Not Specified,DHS HIFLD Critical Infrastructure
10001708,Lois M Deberry Special Needs Facility,State,Adult Correctional Facility,Maximum,Open,7575 Cockrill Bend Blvd,Nashville,TN,37209,Davidson,47037,(615) 350-2700,https://www.tn.gov/correction/sp/state-prison-list.html,36.193308,-86.903978,854,637,Not Specified,DHS HIFLD Critical Infrastructure
10001709,Riverbend Maximum Security Institution,State,Adult Correctional Facility,Maximum,Open,7475 Cockrill Bend Blvd,Nashville,TN,37243,Davidson,47037,(615) 350-3100,https://www.tn.gov/correction/sp/state-prison-list.html,36.186049,-86.90218,808,787,Not Specified,DHS HIFLD Critical Infrastructure
